frame,time_seconds,log_energy,centroid_hz,bandwidth_hz,cepstrum_0,cepstrum_1,cepstrum_2,cepstrum_3,cepstrum_4,cepstrum_5,cepstrum_6,cepstrum_7,cepstrum_8,cepstrum_9,cepstrum_10,cepstrum_11,cepstrum_12,cepstrum_13,cepstrum_14,cepstrum_15,cepstrum_16,cepstrum_17,cepstrum_18,cepstrum_19
1024,2.048000,1.788501,2601.811,2508.838,-32.190884,9.720823,1.155488,0.328710,3.747828,-0.744747,-3.514115,1.601601,2.934604,-0.288775,-0.179449,1.531259,1.276626,0.004166,0.759637,0.842184,0.066046,-0.030115,0.650353,0.679363
1025,2.050000,1.766575,2539.090,2522.665,-32.146782,9.632313,1.282798,0.258053,3.705865,-0.621938,-3.518216,1.864736,3.169252,-0.098217,-0.373001,1.173172,1.161859,0.151660,0.481040,0.536244,0.208952,0.186699,0.473181,0.722129
1026,2.052000,1.748261,2508.747,2540.577,-32.038376,9.532660,1.367265,0.215613,3.626176,-0.536907,-3.527313,2.089951,3.215810,0.002559,-0.523546,0.782727,0.921945,0.304021,0.263219,0.245889,0.275667,0.440923,0.405464,0.692574
1027,2.054000,1.733548,2508.564,2559.987,-31.852341,9.446111,1.375501,0.210927,3.527628,-0.528517,-3.566179,2.255211,3.072806,-0.045189,-0.617307,0.448165,0.600899,0.411451,0.150265,0.041470,0.265485,0.732013,0.486557,0.583492
1028,2.056000,1.723435,2529.794,2575.521,-31.626335,9.398184,1.321198,0.205725,3.389389,-0.580982,-3.609267,2.328953,2.776546,-0.211945,-0.648804,0.209953,0.260072,0.454181,0.145906,-0.045308,0.216984,1.029695,0.656916,0.408236
1029,2.058000,1.719742,2560.208,2581.421,-31.412479,9.407732,1.240349,0.161199,3.197513,-0.652718,-3.614902,2.306696,2.401424,-0.413656,-0.613060,0.066322,-0.055926,0.433789,0.230653,-0.026647,0.150979,1.274568,0.827959,0.201922
1030,2.060000,1.724311,2586.585,2573.639,-31.234352,9.487805,1.159203,0.083415,2.983787,-0.716853,-3.568277,2.219193,2.019612,-0.588335,-0.502393,0.023685,-0.319172,0.359697,0.394279,0.070218,0.043282,1.409200,0.970106,0.009633
1031,2.062000,1.738164,2597.084,2550.620,-31.107582,9.641563,1.101561,-0.004027,2.785515,-0.756541,-3.476880,2.084706,1.661119,-0.708674,-0.326487,0.078423,-0.503781,0.256799,0.614715,0.205981,-0.122843,1.417424,1.093335,-0.131240
1032,2.064000,1.760912,2583.639,2513.556,-31.048140,9.851294,1.079637,-0.083688,2.625431,-0.757773,-3.350630,1.909203,1.330501,-0.770889,-0.122224,0.198683,-0.594590,0.155439,0.856331,0.347631,-0.327073,1.329714,1.213992,-0.208757
1033,2.066000,1.789977,2544.604,2466.425,-31.056198,10.085642,1.092531,-0.140178,2.519254,-0.707978,-3.198331,1.696708,1.036772,-0.773165,0.067402,0.345268,-0.583293,0.086952,1.084190,0.484493,-0.518836,1.196980,1.336518,-0.232639
1034,2.068000,1.821193,2484.172,2414.934,-31.105267,10.313603,1.136878,-0.155050,2.475666,-0.601811,-3.034998,1.449265,0.801412,-0.709232,0.209187,0.488509,-0.465368,0.077655,1.262050,0.611642,-0.647174,1.049267,1.432480,-0.228202
1035,2.070000,1.850487,2410.385,2365.470,-31.154533,10.502419,1.208768,-0.119442,2.489645,-0.444278,-2.880102,1.172793,0.651920,-0.579629,0.276336,0.601346,-0.254734,0.132336,1.351696,0.715659,-0.679696,0.883281,1.449350,-0.223050
1036,2.072000,1.875412,2333.062,2324.313,-31.163116,10.630081,1.317473,-0.037756,2.544096,-0.244324,-2.746999,0.883555,0.610723,-0.391774,0.248090,0.654661,0.010918,0.233691,1.336073,0.781784,-0.604714,0.690068,1.349747,-0.231251
1037,2.074000,1.894513,2263.945,2297.689,-31.114756,10.681156,1.472937,0.071227,2.613172,-0.020550,-2.655660,0.592887,0.673948,-0.163519,0.112288,0.621191,0.287688,0.355250,1.229951,0.808459,-0.425998,0.482978,1.140006,-0.250256
1038,2.076000,1.906506,2215.451,2290.961,-31.019905,10.653332,1.675933,0.194746,2.684672,0.202374,-2.637349,0.296312,0.807961,0.072729,-0.131297,0.478075,0.535466,0.472128,1.054686,0.800527,-0.167221,0.294207,0.860940,-0.281290
1039,2.078000,1.910762,2197.061,2306.425,-30.901911,10.559000,1.913058,0.338835,2.761362,0.394342,-2.717739,-0.010348,0.970982,0.279374,-0.453458,0.223893,0.723858,0.576836,0.834646,0.764668,0.135538,0.169141,0.570887,-0.332858
1040,2.080000,1.907296,2213.196,2342.147,-30.789749,10.403923,2.143870,0.511894,2.843274,0.513041,-2.900829,-0.305548,1.136932,0.433117,-0.787204,-0.105844,0.831873,0.674395,0.607839,0.699195,0.428952,0.142427,0.310176,-0.429339
1041,2.082000,1.896401,2263.607,2392.816,-30.701096,10.183762,2.303030,0.714347,2.933419,0.504004,-3.176726,-0.537126,1.305081,0.521890,-1.054647,-0.433910,0.843528,0.753353,0.429247,0.601161,0.639247,0.218008,0.108157,-0.597538
1042,2.084000,1.879326,2343.550,2450.903,-30.618200,9.902039,2.315713,0.946548,3.058370,0.318446,-3.540638,-0.644174,1.488688,0.519621,-1.209018,-0.662158,0.743117,0.763350,0.362055,0.492449,0.677484,0.362111,0.021754,-0.833805
1043,2.086000,1.858233,2444.334,2508.905,-30.524374,9.581608,2.159932,1.191834,3.230538,-0.023802,-3.955947,-0.613544,1.688038,0.428409,-1.254608,-0.744864,0.550540,0.671145,0.423640,0.401417,0.507890,0.513761,0.075676,-1.095709
1044,2.088000,1.835468,2554.933,2561.312,-30.445036,9.266058,1.906783,1.398122,3.400865,-0.401441,-4.311279,-0.508252,1.866166,0.321935,-1.225494,-0.733089,0.341873,0.521430,0.548714,0.322755,0.212744,0.626322,0.186682,-1.335937
1045,2.090000,1.812622,2664.090,2605.502,-30.380489,9.001142,1.616017,1.534570,3.537216,-0.693397,-4.480680,-0.357993,1.977832,0.246954,-1.136084,-0.663907,0.180690,0.357863,0.678621,0.260860,-0.107727,0.678871,0.272750,-1.536721
1046,2.092000,1.789781,2762.464,2641.272,-30.318007,8.811345,1.303855,1.592590,3.631697,-0.836395,-4.388296,-0.162266,1.990477,0.204221,-0.989268,-0.549494,0.087459,0.197709,0.792245,0.239515,-0.386265,0.664171,0.298306,-1.687889
1047,2.094000,1.765672,2843.759,2669.556,-30.277637,8.684435,0.975692,1.572980,3.669313,-0.838814,-4.047137,0.063729,1.894052,0.175261,-0.804587,-0.412630,0.043626,0.043557,0.886493,0.274750,-0.592710,0.584765,0.260412,-1.776727
1048,2.096000,1.739039,2903.868,2691.104,-30.297991,8.596841,0.665107,1.504210,3.641763,-0.749097,-3.537839,0.298186,1.715091,0.146564,-0.612240,-0.275643,0.022866,-0.104875,0.962055,0.364921,-0.725796,0.457466,0.181649,-1.794832
1049,2.098000,1.708861,2941.408,2706.167,-30.399498,8.535979,0.414428,1.414896,3.544058,-0.627254,-2.974119,0.513639,1.490357,0.105801,-0.444325,-0.147243,0.012401,-0.251637,1.004915,0.490349,-0.804577,0.297645,0.088652,-1.739545
1050,2.100000,1.675209,2956.370,2713.783,-30.551651,8.524827,0.253952,1.307139,3.361389,-0.544168,-2.491575,0.666711,1.249571,0.053792,-0.306407,-0.002900,0.031113,-0.400679,0.977234,0.611015,-0.862892,0.106728,-0.002323,-1.599612
1051,2.102000,1.640737,2947.453,2711.379,-30.690535,8.608046,0.192153,1.166693,3.089932,-0.556003,-2.209143,0.716449,1.022148,-0.002525,-0.198534,0.190695,0.128002,-0.532562,0.847172,0.690664,-0.909977,-0.095475,-0.083164,-1.366810
1052,2.104000,1.610478,2912.736,2695.892,-30.793638,8.782578,0.202698,0.992175,2.783978,-0.639392,-2.151608,0.663248,0.840958,-0.079139,-0.175792,0.396768,0.321691,-0.604260,0.632229,0.743721,-0.881245,-0.227743,-0.150543,-1.082944
1053,2.106000,1.589973,2853.839,2665.860,-30.881533,9.009731,0.254049,0.788571,2.504705,-0.740274,-2.271955,0.535811,0.739648,-0.174120,-0.270760,0.561917,0.594506,-0.577074,0.367044,0.779744,-0.727966,-0.215315,-0.209063,-0.811685
1054,2.108000,1.584795,2776.239,2621.957,-30.984043,9.257559,0.350382,0.575185,2.287530,-0.813512,-2.484712,0.375818,0.733563,-0.262604,-0.446870,0.663571,0.898301,-0.448478,0.072545,0.774268,-0.479087,-0.051325,-0.269314,-0.594123
1055,2.110000,1.599025,2688.912,2567.497,-31.096916,9.533501,0.532578,0.392889,2.163102,-0.814926,-2.689634,0.229812,0.822314,-0.317717,-0.641120,0.690290,1.169111,-0.247237,-0.241393,0.698092,-0.197030,0.224898,-0.348065,-0.462513
1056,2.112000,1.632669,2602.879,2508.397,-31.191093,9.851906,0.816388,0.261868,2.142951,-0.722302,-2.819543,0.119458,0.989437,-0.319552,-0.807989,0.624845,1.350854,-0.013121,-0.565191,0.543738,0.078943,0.574332,-0.449240,-0.437175
1057,2.114000,1.679988,2528.066,2452.090,-31.256025,10.180555,1.150777,0.164410,2.202771,-0.553269,-2.863285,0.026217,1.182762,-0.277316,-0.933647,0.458331,1.411980,0.211640,-0.880665,0.337364,0.339805,0.961299,-0.552787,-0.496497
1058,2.116000,1.731957,2468.942,2404.581,-31.292210,10.453121,1.444810,0.094507,2.325593,-0.348906,-2.845405,-0.069751,1.327649,-0.243597,-1.024088,0.220157,1.342563,0.381190,-1.152003,0.129702,0.566670,1.324234,-0.624994,-0.585257
1059,2.118000,1.779724,2424.634,2368.898,-31.267815,10.620831,1.604210,0.087588,2.531618,-0.171746,-2.809154,-0.134697,1.378632,-0.298946,-1.076052,-0.000474,1.133840,0.440926,-1.308930,-0.005318,0.715001,1.585938,-0.615098,-0.661049
1060,2.120000,1.816856,2392.177,2345.695,-31.173820,10.676388,1.605516,0.155871,2.805922,-0.056004,-2.778020,-0.147365,1.329124,-0.459960,-1.080060,-0.134342,0.808955,0.387220,-1.304494,-0.022795,0.782671,1.702824,-0.513201,-0.701101
1061,2.122000,1.840020,2369.259,2334.673,-31.065350,10.651711,1.528897,0.261172,3.072684,0.028458,-2.734439,-0.152257,1.197021,-0.642256,-1.031692,-0.186999,0.435944,0.286315,-1.164168,0.053062,0.827826,1.683682,-0.370038,-0.684235
1062,2.124000,1.848192,2355.286,2335.449,-30.991766,10.583055,1.448177,0.371284,3.273155,0.095722,-2.670852,-0.171648,1.024420,-0.771484,-0.917156,-0.161165,0.071596,0.184336,-0.929100,0.176647,0.869469,1.566141,-0.190648,-0.588728
1063,2.126000,1.841180,2351.127,2348.201,-30.981075,10.491491,1.406087,0.469602,3.364997,0.121140,-2.603271,-0.201118,0.854137,-0.813878,-0.717423,-0.051469,-0.243907,0.091957,-0.649007,0.299852,0.885808,1.390611,0.048054,-0.393643
1064,2.128000,1.819172,2358.205,2373.663,-31.042130,10.382023,1.422978,0.542593,3.311864,0.057476,-2.562970,-0.235765,0.713607,-0.766012,-0.420000,0.146593,-0.479154,0.005499,-0.375202,0.381502,0.837532,1.176337,0.345709,-0.087976
1065,2.130000,1.782306,2378.092,2412.671,-31.188892,10.230332,1.490078,0.581115,3.114859,-0.113705,-2.558738,-0.268143,0.613074,-0.658363,-0.057654,0.409554,-0.627440,-0.079599,-0.129848,0.423371,0.715842,0.939315,0.672533,0.311796
1066,2.132000,1.730853,2411.939,2465.455,-31.442444,9.997776,1.580222,0.585239,2.819922,-0.363418,-2.568026,-0.287156,0.552310,-0.542263,0.292284,0.684792,-0.705140,-0.165478,0.090005,0.462837,0.553784,0.705445,0.983379,0.762262
1067,2.134000,1.667005,2459.479,2530.440,-31.783821,9.687241,1.675835,0.561200,2.487293,-0.651217,-2.580327,-0.289321,0.537261,-0.456143,0.553759,0.921634,-0.720933,-0.252065,0.269134,0.514650,0.380986,0.487618,1.216585,1.203014
1068,2.136000,1.598239,2515.778,2601.434,-32.130302,9.363346,1.772237,0.530735,2.200775,-0.924462,-2.612128,-0.277754,0.595883,-0.414756,0.659589,1.075420,-0.654955,-0.326995,0.362133,0.551330,0.216795,0.285569,1.290680,1.536455
1069,2.138000,1.539349,2568.124,2664.960,-32.364372,9.118627,1.851402,0.512625,2.049056,-1.134222,-2.710505,-0.273491,0.766155,-0.407010,0.560806,1.119345,-0.456903,-0.352984,0.323138,0.531511,0.099024,0.113759,1.136256,1.647057
1070,2.140000,1.509738,2597.904,2701.925,-32.423656,9.009289,1.896201,0.495681,2.043448,-1.268341,-2.908694,-0.319439,1.027094,-0.421675,0.270605,1.061404,-0.103857,-0.293183,0.163420,0.448923,0.076945,0.017408,0.777618,1.495677
1071,2.142000,1.524103,2591.670,2697.236,-32.325893,9.052193,1.945403,0.480834,2.132594,-1.318053,-3.152462,-0.428939,1.302268,-0.449591,-0.117149,0.939286,0.350305,-0.154710,-0.050149,0.324828,0.144455,0.009066,0.313760,1.136267
1072,2.144000,1.582867,2552.441,2650.922,-32.121750,9.220878,2.027429,0.480977,2.275290,-1.277747,-3.372650,-0.591298,1.521904,-0.484718,-0.519650,0.767138,0.804536,0.019164,-0.261351,0.164922,0.238372,0.046856,-0.155000,0.677359
1073,2.146000,1.671553,2497.723,2579.124,-31.851597,9.460095,2.124138,0.504916,2.461880,-1.156497,-3.533216,-0.774532,1.653897,-0.522187,-0.884880,0.556471,1.182168,0.202307,-0.425835,-0.018337,0.301227,0.085288,-0.545111,0.234259
1074,2.148000,1.769762,2445.950,2503.242,-31.531334,9.709315,2.189152,0.561000,2.704513,-0.977309,-3.619700,-0.908821,1.712285,-0.552295,-1.151775,0.367927,1.468943,0.406332,-0.483691,-0.167037,0.326138,0.115327,-0.787515,-0.115537
1075,2.150000,1.859421,2408.122,2439.732,-31.163614,9.918514,2.167981,0.640961,2.997605,-0.786981,-3.655045,-0.947004,1.703700,-0.597923,-1.290000,0.247454,1.640523,0.601612,-0.419842,-0.232988,0.309114,0.122705,-0.860700,-0.354405
1076,2.152000,1.928711,2387.286,2396.702,-30.770617,10.059301,2.041945,0.715456,3.298122,-0.617498,-3.668813,-0.903454,1.621670,-0.671799,-1.299990,0.196602,1.671476,0.738298,-0.272864,-0.203939,0.251011,0.088017,-0.804728,-0.504354
1077,2.154000,1.972274,2381.518,2375.525,-30.398304,10.132688,1.854522,0.763253,3.545815,-0.468921,-3.668865,-0.824573,1.476843,-0.745649,-1.198947,0.192055,1.573548,0.798135,-0.100795,-0.099467,0.169395,0.016513,-0.679868,-0.586626
1078,2.156000,1.989749,2386.948,2373.653,-30.092205,10.157082,1.674756,0.789847,3.690042,-0.349400,-3.659401,-0.739416,1.307435,-0.783826,-1.020879,0.209672,1.382583,0.788458,0.053463,0.041028,0.068839,-0.067887,-0.516533,-0.608556
1079,2.158000,1.984545,2399.285,2386.158,-29.880703,10.153440,1.550805,0.807247,3.698172,-0.278391,-3.640406,-0.648451,1.162623,-0.760490,-0.802533,0.235368,1.136898,0.723337,0.177997,0.184430,-0.059383,-0.148420,-0.326436,-0.575679
1080,2.160000,1.963050,2413.909,2406.504,-29.771984,10.139326,1.500986,0.825828,3.566860,-0.259393,-3.593619,-0.535721,1.081361,-0.666067,-0.575153,0.265989,0.873683,0.619479,0.290612,0.328138,-0.211164,-0.223092,-0.127646,-0.499961
1081,2.162000,1.933115,2426.970,2427.811,-29.762726,10.118299,1.516885,0.855876,3.323781,-0.277958,-3.498738,-0.388214,1.081512,-0.516426,-0.370429,0.307553,0.632812,0.494130,0.416434,0.487812,-0.368831,-0.309227,0.048636,-0.398571
1082,2.164000,1.902223,2437.487,2444.440,-29.839409,10.083918,1.570627,0.902005,3.013922,-0.322570,-3.366215,-0.214233,1.160077,-0.347500,-0.217053,0.374520,0.454069,0.353481,0.549115,0.666569,-0.509787,-0.432585,0.171452,-0.278821
1083,2.166000,1.875929,2448.299,2453.619,-29.975056,10.034495,1.630211,0.960812,2.693633,-0.388036,-3.240545,-0.045547,1.303308,-0.194698,-0.138842,0.476837,0.375619,0.200865,0.643007,0.842750,-0.613152,-0.612153,0.211444,-0.142507
1084,2.168000,1.856361,2465.590,2456.673,-30.138288,9.975923,1.671930,1.022405,2.426608,-0.459182,-3.169663,0.075637,1.492974,-0.075916,-0.154528,0.601231,0.418760,0.050753,0.647115,0.983535,-0.664102,-0.841809,0.146755,-0.003501
1085,2.170000,1.841777,2496.308,2458.153,-30.321455,9.908640,1.691406,1.073980,2.265583,-0.499749,-3.164978,0.113093,1.699526,0.017074,-0.263962,0.704796,0.564398,-0.063191,0.552535,1.060168,-0.667088,-1.077886,-0.011565,0.107521
1086,2.172000,1.828041,2544.693,2463.111,-30.535934,9.821817,1.685576,1.097853,2.245090,-0.472139,-3.215199,0.041354,1.889569,0.102482,-0.457603,0.738711,0.771605,-0.103552,0.388324,1.064980,-0.629360,-1.255865,-0.226548,0.169991
1087,2.174000,1.811305,2609.759,2474.251,-30.796169,9.704325,1.654891,1.078545,2.366326,-0.366891,-3.299858,-0.146072,2.024231,0.182514,-0.718213,0.675625,0.990029,-0.057212,0.200745,1.015336,-0.556343,-1.330359,-0.457649,0.192040
1088,2.176000,1.789650,2685.033,2490.940,-31.109045,9.549699,1.597330,1.005516,2.590667,-0.206144,-3.385775,-0.420324,2.073345,0.248681,-1.006716,0.521257,1.164749,0.054789,0.028270,0.923427,-0.464619,-1.294762,-0.684432,0.182366
1089,2.178000,1.762854,2760.719,2510.727,-31.449030,9.372993,1.503665,0.872927,2.850571,-0.034664,-3.440350,-0.715627,2.041670,0.300300,-1.266839,0.310151,1.256616,0.191069,-0.117255,0.786729,-0.365040,-1.159267,-0.906425,0.131849
1090,2.180000,1.731814,2826.441,2531.387,-31.742462,9.222673,1.364943,0.682279,3.067019,0.075767,-3.461392,-0.947528,1.967973,0.336744,-1.444687,0.103306,1.258687,0.305549,-0.238025,0.617256,-0.251916,-0.938314,-1.114822,0.033440
1091,2.182000,1.698462,2872.750,2552.061,-31.900366,9.143589,1.172165,0.467117,3.212321,0.060343,-3.476463,-1.032704,1.898613,0.320639,-1.515900,-0.008751,1.209386,0.372928,-0.307585,0.468249,-0.134477,-0.678625,-1.280542,-0.091418
1092,2.184000,1.666185,2892.865,2572.680,-31.886185,9.145977,0.948995,0.293562,3.323138,-0.070390,-3.485924,-0.914336,1.872463,0.221343,-1.482377,0.033629,1.164560,0.413303,-0.278771,0.402341,-0.021945,-0.419309,-1.365194,-0.195711
1093,2.186000,1.639625,2884.779,2592.821,-31.756222,9.202757,0.766197,0.187076,3.401033,-0.243752,-3.455522,-0.623021,1.886010,0.068753,-1.362301,0.183138,1.152805,0.482602,-0.151812,0.413729,0.097522,-0.149066,-1.359893,-0.254007
1094,2.188000,1.623219,2853.071,2611.221,-31.594082,9.256582,0.658840,0.114164,3.405820,-0.418005,-3.390162,-0.253452,1.894955,-0.105348,-1.190731,0.355373,1.165540,0.596544,0.024751,0.452419,0.212426,0.134595,-1.275170,-0.284933
1095,2.190000,1.618867,2808.229,2626.447,-31.449198,9.263397,0.622663,0.035035,3.308335,-0.589167,-3.324678,0.101250,1.859509,-0.272241,-0.989449,0.508527,1.188618,0.732234,0.202566,0.479842,0.297437,0.417134,-1.110312,-0.319797
1096,2.192000,1.624044,2763.270,2638.479,-31.346247,9.206646,0.642308,-0.066768,3.109563,-0.754890,-3.280615,0.378488,1.763401,-0.400850,-0.765699,0.637010,1.212510,0.859127,0.356388,0.485348,0.340792,0.685460,-0.864502,-0.376559
1097,2.194000,1.632648,2728.506,2648.912,-31.295982,9.101264,0.704931,-0.186205,2.837699,-0.901003,-3.258607,0.542901,1.606050,-0.477880,-0.533827,0.734939,1.212166,0.942856,0.480975,0.477602,0.345561,0.929176,-0.553200,-0.441887
1098,2.196000,1.637526,2708.411,2659.758,-31.290293,8.990445,0.803295,-0.307137,2.539555,-0.999533,-3.249640,0.575969,1.393820,-0.509225,-0.315505,0.784800,1.141044,0.941853,0.576605,0.470193,0.318962,1.124271,-0.222737,-0.481671
1099,2.198000,1.633162,2701.277,2671.684,-31.307667,8.924398,0.929955,-0.412195,2.267181,-1.019636,-3.247082,0.482816,1.149812,-0.501167,-0.131248,0.774901,0.965423,0.823226,0.633866,0.468272,0.266977,1.231006,0.054579,-0.469436
1100,2.200000,1.617738,2699.739,2683.183,-31.353184,8.916555,1.070407,-0.496730,2.044322,-0.962827,-3.256439,0.298692,0.913389,-0.458451,-0.001062,0.706817,0.695180,0.587547,0.632518,0.459156,0.195806,1.221578,0.216260,-0.403796
1101,2.202000,1.594077,2692.191,2690.389,-31.456585,8.964837,1.238660,-0.562140,1.852767,-0.860281,-3.272846,0.072539,0.700421,-0.398426,0.060882,0.571633,0.345226,0.260725,0.558981,0.405615,0.085978,1.084619,0.233834,-0.318378
1102,2.204000,1.569024,2665.839,2687.631,-31.634754,9.075524,1.462855,-0.611328,1.667472,-0.741102,-3.272631,-0.138625,0.517864,-0.338299,0.055191,0.357891,-0.068942,-0.112509,0.421606,0.278908,-0.081994,0.821161,0.098540,-0.258865
1103,2.206000,1.550775,2611.848,2669.355,-31.894539,9.225992,1.723704,-0.670795,1.463424,-0.636675,-3.242883,-0.284686,0.391130,-0.277685,0.002513,0.082551,-0.492495,-0.446177,0.271708,0.110288,-0.259819,0.485617,-0.156478,-0.223445
1104,2.208000,1.544726,2531.051,2633.101,-32.225807,9.387362,1.998183,-0.743233,1.241830,-0.558164,-3.171764,-0.335342,0.347460,-0.206361,-0.065103,-0.223455,-0.871752,-0.664558,0.152588,-0.064307,-0.384488,0.154511,-0.474006,-0.184712
1105,2.210000,1.550035,2435.779,2582.055,-32.612274,9.534989,2.282825,-0.800518,1.011983,-0.511379,-3.061151,-0.300534,0.381351,-0.131188,-0.129625,-0.538534,-1.190178,-0.745047,0.070781,-0.237892,-0.434126,-0.114563,-0.797843,-0.123124
1106,2.212000,1.561490,2341.963,2523.556,-33.029369,9.661016,2.587622,-0.808362,0.769986,-0.510343,-2.931053,-0.218036,0.462419,-0.074860,-0.193952,-0.848150,-1.448830,-0.704694,0.027604,-0.396930,-0.424986,-0.295774,-1.082244,-0.036549
1107,2.214000,1.572504,2262.221,2466.235,-33.416744,9.809325,2.953545,-0.706824,0.540499,-0.541635,-2.782981,-0.102842,0.579907,-0.040907,-0.252669,-1.115592,-1.623388,-0.567280,0.044892,-0.492747,-0.386231,-0.395597,-1.306439,0.044508
1108,2.216000,1.578004,2202.962,2417.207,-33.707535,10.026848,3.396814,-0.457625,0.364480,-0.577710,-2.615804,0.041573,0.726357,-0.030193,-0.296205,-1.298311,-1.677795,-0.366495,0.136646,-0.467610,-0.331754,-0.426651,-1.465444,0.078420
1109,2.218000,1.576040,2165.610,2380.993,-33.899178,10.261707,3.809573,-0.144273,0.228231,-0.624374,-2.466565,0.177517,0.850786,-0.080698,-0.340001,-1.391141,-1.611709,-0.167490,0.254755,-0.323428,-0.255973,-0.385086,-1.561022,0.041867
1110,2.220000,1.568497,2148.672,2359.381,-33.978424,10.465269,4.071841,0.140536,0.149064,-0.658561,-2.339169,0.299426,0.919521,-0.206061,-0.368510,-1.384349,-1.443877,-0.015126,0.348526,-0.117466,-0.148906,-0.251871,-1.593307,-0.083184
1111,2.222000,1.559876,2149.973,2352.139,-33.921974,10.603013,4.096665,0.346297,0.172356,-0.671976,-2.240266,0.412334,0.924940,-0.381327,-0.347006,-1.283427,-1.232712,0.087092,0.438101,0.084434,-0.033680,-0.030698,-1.542635,-0.277805
1112,2.224000,1.555743,2167.628,2357.430,-33.726318,10.652645,3.861367,0.464110,0.340358,-0.674361,-2.197732,0.495711,0.880081,-0.543164,-0.250673,-1.129312,-1.062535,0.163077,0.598352,0.256782,0.043047,0.217858,-1.391837,-0.471386
1113,2.226000,1.560924,2199.843,2371.953,-33.437851,10.610443,3.427476,0.499080,0.641873,-0.673916,-2.219615,0.522429,0.800253,-0.638913,-0.089286,-0.961780,-0.969164,0.237194,0.852027,0.398537,0.061578,0.425609,-1.143113,-0.594422
1114,2.228000,1.578102,2244.249,2391.614,-33.128784,10.501674,2.922888,0.483528,1.020693,-0.684889,-2.278354,0.499601,0.698002,-0.666264,0.104114,-0.787839,-0.928109,0.324088,1.149215,0.499140,0.026127,0.568063,-0.815017,-0.622130
1115,2.230000,1.606415,2298.299,2412.814,-32.847534,10.374241,2.470842,0.465931,1.418823,-0.721125,-2.341145,0.447998,0.577964,-0.658258,0.296537,-0.606727,-0.916001,0.417813,1.419105,0.537492,-0.077104,0.636613,-0.438703,-0.557509
1116,2.232000,1.641950,2359.492,2432.920,-32.612381,10.266174,2.140048,0.485049,1.786627,-0.793754,-2.395780,0.379509,0.439211,-0.658083,0.459382,-0.430220,-0.926104,0.500806,1.612025,0.503058,-0.273077,0.623762,-0.049616,-0.419256
1117,2.234000,1.679505,2425.215,2450.435,-32.429779,10.182924,1.938953,0.551581,2.072469,-0.913265,-2.447229,0.308974,0.293961,-0.692196,0.584844,-0.264307,-0.945456,0.572513,1.737339,0.430832,-0.549076,0.552655,0.335751,-0.232868
1118,2.236000,1.714050,2492.607,2464.937,-32.307758,10.107943,1.841439,0.647178,2.221087,-1.089010,-2.505146,0.261739,0.173828,-0.765728,0.675845,-0.120119,-0.972175,0.630483,1.833411,0.381766,-0.855132,0.469379,0.709460,-0.036687
1119,2.238000,1.741952,2557.834,2476.165,-32.246895,10.048273,1.836183,0.755604,2.206125,-1.310976,-2.564281,0.268738,0.117966,-0.872899,0.730113,-0.019848,-1.021938,0.662131,1.924808,0.398007,-1.142321,0.407074,1.054026,0.119082
1120,2.240000,1.761454,2616.203,2483.699,-32.247025,10.033045,1.934805,0.878173,2.052179,-1.545840,-2.604255,0.349871,0.145490,-1.011553,0.739484,0.020130,-1.107241,0.651140,2.002262,0.473510,-1.392722,0.362584,1.339994,0.187019
1121,2.242000,1.772448,2662.908,2487.201,-32.316246,10.080042,2.144044,1.018781,1.815310,-1.760427,-2.607145,0.503629,0.242390,-1.183242,0.700533,0.008033,-1.217230,0.584875,2.034482,0.565054,-1.608452,0.315033,1.542032,0.138697
1122,2.244000,1.775509,2694.515,2486.871,-32.470318,10.169252,2.434292,1.158556,1.539029,-1.950657,-2.571812,0.706705,0.368369,-1.386330,0.617091,-0.025381,-1.314529,0.472194,2.002410,0.636451,-1.774127,0.258289,1.653803,-0.026205
1123,2.246000,1.770882,2711.068,2483.949,-32.714390,10.251177,2.739740,1.259619,1.250530,-2.132494,-2.513433,0.921193,0.478643,-1.609685,0.488078,-0.055732,-1.358236,0.341800,1.901536,0.665896,-1.860062,0.201601,1.682932,-0.287364
1124,2.248000,1.758597,2716.360,2480.333,-33.019215,10.280986,2.974440,1.277972,0.989907,-2.305566,-2.460227,1.089821,0.539138,-1.819375,0.310405,-0.092667,-1.337338,0.230102,1.741267,0.638988,-1.855991,0.144833,1.634795,-0.613989
1125,2.250000,1.739002,2716.704,2478.004,-33.317863,10.242004,3.037426,1.156121,0.824618,-2.420918,-2.445998,1.123056,0.517685,-1.952555,0.109322,-0.171600,-1.295962,0.153969,1.554242,0.567468,-1.787648,0.059102,1.506014,-0.959157
1126,2.252000,1.713910,2718.141,2478.498,-33.538300,10.154684,2.866834,0.848684,0.816526,-2.405924,-2.478494,0.948533,0.386526,-1.952378,-0.049620,-0.297191,-1.302622,0.085118,1.386745,0.510058,-1.694619,-0.105327,1.297272,-1.245277
1127,2.254000,1.686286,2725.870,2482.960,-33.660622,10.055914,2.519176,0.405816,0.984080,-2.248204,-2.524088,0.615754,0.174624,-1.818564,-0.123366,-0.403405,-1.347729,-0.006838,1.266445,0.526330,-1.588886,-0.346847,1.042254,-1.408178
